"ID","Area","Feature","User Story","Expected Behavior","Entry Point","Key Files","Priority","Status","Test Method","Test Result","Errors/Bugs Found","Severity","Fix Status","Notes"
"EXPL-19","Explore / Discover (moods, new releases, top songs, all albums)","Trackpad/mouse swipe & gesture navigation in Explore/New Releases","As a listener, I want to swipe back/forward and use mouse buttons to navigate Explore and New Releases history.","navigationSwipeGestures(path:) attaches NavigationSwipeGestures to each NavigationStack. A right swipe (or two-finger scroll-swipe reaching >=0.999, or mouse button 3) pops the path (back) and pushes the popped snapshot onto a forward stack; a left swipe / mouse button 4 / scroll-swipe <=-0.999 restores the last forward snapshot. A live Safari-style chevron indicator tracks scroll-driven gestures (back chevron leading when canBack, forward chevron trailing when forward stack non-empty). Any external push (taps/links) clears the forward stack. Gestures are ignored when there is nowhere to navigate.","Two-finger trackpad swipe, scroll-wheel swipe, or extra mouse buttons","Sources/Kaset/Views/SharedViews/NavigationSwipeGestures.swift; Sources/Kaset/Views/ExploreView.swift; Sources/Kaset/Views/NewReleasesView.swift","P2","Fixed & retested","Static audit + unit/VM tests; live-app smoke; UI tests in CI","Pass (post-fix; 926 unit tests green; UI tests in CI)","F026(low): NewReleasesView (and History container) lack accessibility identifiers used by UI tests","low","Fixed (merged)",""
"EXPL-20","Explore / Discover (moods, new releases, top songs, all albums)","View all top songs for an artist","As a listener, I want to open an artist's full top-songs list from the 'See all' link.","From ArtistDetailView's Top songs section, a 'See all' NavigationLink (shown only when viewModel.hasMoreSongs) pushes a TopSongsDestination (artistId, artistName, seed songs, songsBrowseId, songsParams), resolved by navigationDestinations to TopSongsView. TopSongsViewModel seeds songs from the destination immediately. load() short-circuits to .loaded when songsBrowseId is nil (all songs already present); otherwise it fetches client.getArtistSongs(browseId:params:) (browse, artist TTL) and replaces the list only if the result is non-empty. Title is 'Top songs'; toolbar background is hidden.","'See all' next to Top songs on an Artist page","Sources/Kaset/Views/TopSongsView.swift; Sources/Kaset/ViewModels/TopSongsViewModel.swift; Sources/Kaset/Models/TopSongsDestination.swift; Sources/Kaset/Views/ArtistDetailView.swift","P1","Tested — Pass","Static audit + unit/VM tests; live-app smoke; UI tests in CI","Pass","","","N/A",""
"EXPL-21","Explore / Discover (moods, new releases, top songs, all albums)","Top songs loading & resilient error handling","As a listener, I want the top-songs list to stay usable even while loading or if the fetch fails.","If there are no seed songs yet, a LoadingView 'Loading songs...' shows; if seeds already exist, the list is shown with a small top ProgressView overlay while state == .loading. On success the list updates. Crucially, both CancellationError and any other fetch error are swallowed: the logger records the failure but loadingState is set to .loaded and the existing songs are kept (so the user never sees a top-songs error screen once seeds exist). The error-case ErrorView branch (retry calls load()) is therefore effectively only reachable if state were set to .error elsewhere.","Automatic on TopSongsView appearance","Sources/Kaset/Views/TopSongsView.swift; Sources/Kaset/ViewModels/TopSongsViewModel.swift","P1","Tested — Pass","Static audit + unit/VM tests; live-app smoke; UI tests in CI","Pass","","","N/A","Unlike AllAlbums, TopSongs never sets .error on fetch failure."
"EXPL-22","Explore / Discover (moods, new releases, top songs, all albums)","Play and act on songs in the Top Songs list","As a listener, I want to play any top song as a queue and use context-menu actions on it.","Each row is a button; clicking (or the context-menu 'Play') calls playerService.playQueue(viewModel.songs, startingAt: index) so playback starts at the chosen song with the full list queued. Rows show thumbnail (with a dark play.fill hover overlay), title, artist (150pt col), album (180pt col, a NavigationLink to the album when album.hasNavigableId else plain text, with 'Go to Album' help), and duration (50pt). Rows are separated by Dividers (inset 56pt) and highlight on hover. The context menu offers: Add to Queue, Play, Favorite (FavoritesContextMenu), Like/Dislike (LikeDislikeContextMenu), Start Radio, Add to Library, Share, Go to Artist (first artist with a navigable id), and Go to Album (when navigable).","Click a row or right-click for the context menu in Top Songs","Sources/Kaset/Views/TopSongsView.swift; Sources/Kaset/Services/Player/PlayerService+Queue.swift","P1","Tested — Pass","Static audit + unit/VM tests; live-app smoke; UI tests in CI","Pass","","","N/A",""
"EXPL-23","Explore / Discover (moods, new releases, top songs, all albums)","View all albums for an artist","As a listener, I want to open an artist's full albums list from the 'See all' link.","From ArtistDetailView's Albums section, a 'See all' NavigationLink (shown only when viewModel.hasMoreAlbums) pushes an AllAlbumsDestination (artistId, artistName, seed albums, albumsBrowseId, albumsParams), resolved to AllAlbumsView. AllAlbumsViewModel seeds albums from the destination. load() short-circuits to .loaded when albumsBrowseId is nil; otherwise it fetches client.getArtistAlbums(browseId:params:) (browse, artist TTL) and replaces the list only when non-empty. Title is 'Albums'; toolbar background is hidden.","'See all' next to Albums on an Artist page","Sources/Kaset/Views/AllAlbumsView.swift; Sources/Kaset/ViewModels/AllAlbumsViewModel.swift; Sources/Kaset/Models/AllAlbumsDestination.swift; Sources/Kaset/Views/ArtistDetailView.swift","P1","Tested — Pass","Static audit + unit/VM tests; live-app smoke; UI tests in CI","Pass","","","N/A",""
"EXPL-24","Explore / Discover (moods, new releases, top songs, all albums)","Browse all albums grid and open an album","As a listener, I want all albums in a responsive grid and to open any album.","AllAlbumsView renders a LazyVGrid of adaptive columns (min 140, max 180, 16pt spacing, 20pt row spacing, 24pt padding). Each album is a .plain NavigationLink to album.asPlaylistDestination() (Album->Playlist) opening PlaylistDetailView. Each card shows a high-quality thumbnail (140x140, 8pt rounded; a quaternary square.stack placeholder when missing), a 2-line title, and the year when present. While loading with no seeds it shows 'Loading albums...'; with seeds it shows the grid plus a top ProgressView. On CancellationError it keeps seeds and stays .loaded; on any other fetch error it sets .error and shows ErrorView(retry=load), hiding the PlayerBar.","AllAlbumsView grid; click an album card","Sources/Kaset/Views/AllAlbumsView.swift; Sources/Kaset/ViewModels/AllAlbumsViewModel.swift; Sources/Kaset/Models/Album.swift","P1","Tested — Pass","Static audit + unit/VM tests; live-app smoke; UI tests in CI","Pass","","","N/A","AllAlbums DOES surface a user-facing error (unlike TopSongs), but only on non-cancellation failures and only via load()'s catch."
"EXPL-25","Explore / Discover (moods, new releases, top songs, all albums)","Now-playing PlayerBar persistence across Discover pages","As a listener, I want the player controls to remain visible while browsing Discover pages.","ExploreView and NewReleasesView always inset a PlayerBar at the bottom edge. MoodCategoryDetailView, TopSongsView, and AllAlbumsView inset the PlayerBar in every state except .error (the error screens hide it). The PlayerBar reflects and controls the currently playing song/radio queue started from these screens.","Always present at the bottom of Discover screens (except error states)","Sources/Kaset/Views/ExploreView.swift; Sources/Kaset/Views/NewReleasesView.swift; Sources/Kaset/Views/MoodCategoryDetailView.swift; Sources/Kaset/Views/TopSongsView.swift; Sources/Kaset/Views/AllAlbumsView.swift","P2","Tested — Pass","Static audit + unit/VM tests; live-app smoke; UI tests in CI","Pass","","","N/A",""
"GAP-01","Coverage gap fill","Now-playing row equalizer indicator","As a listener browsing a playlist or album track list, I want an animated equalizer to appear next to the track that is currently playing so that I can instantly spot which row is active.","In PlaylistDetailView's track leading indicator, when a row is the current track (currentTrack.videoId matches the row) and playerService.isPlaying is true, NowPlayingIndicator renders EqualizerView with 3 red bars (barCount 3, spacing 2, barWidth 3, cornerRadius 1.5, color .red) inside a 14x14 frame. Each EqualizerBar animates its height fraction between a per-bar min and max (bar 0: 0.15->0.9 over 0.4s, bar 1: 0.2->1.0 over 0.5s, bar 2: 0.1->0.75 over 0.35s) using easeInOut repeatForever(autoreverses: true), with a staggered start delay of index*0.15 seconds. Bars are bottom-aligned and grow upward. Non-current rows show a 1-based index number; hovered non-current rows show a play.fill button.","Open a playlist or album in PlaylistDetailView and start playback of a track in that list; the equalizer appears in that track's leading indicator column.","/Users/melboonchan/Master/Projects/YTM/kaset/Sources/Kaset/Views/SharedViews/EqualizerView.swift; /Users/melboonchan/Master/Projects/YTM/kaset/Sources/Kaset/Views/PlaylistDetailView.swift","P1","Tested — Pass","Static audit + unit/VM tests; live-app smoke; UI tests in CI","Pass","","","N/A","EqualizerBar starts animation onAppear and reacts to isAnimating changes via onChange (start when true, stop when false). Requires macOS 26.0+."
"GAP-02","Coverage gap fill","Now-playing indicator paused state","As a listener, I want the current track's indicator to switch to a static speaker icon when playback is paused so that I can tell the track is selected but not actively playing.","NowPlayingIndicator renders based on isPlaying: when false it shows Image(systemName: ""speaker.fill"") sized at size*0.7 with .secondary foreground style, constrained to a size x size frame (14x14 in PlaylistDetailView). In PlaylistDetailView this is driven by playerService.isPlaying for the current track row, so pausing playback while the current row is visible swaps the animated equalizer for the static speaker icon.","Pause playback while viewing the playlist/album containing the current track; the current row's indicator becomes a static speaker icon.","/Users/melboonchan/Master/Projects/YTM/kaset/Sources/Kaset/Views/SharedViews/EqualizerView.swift; /Users/melboonchan/Master/Projects/YTM/kaset/Sources/Kaset/Views/PlaylistDetailView.swift","P1","Tested — Pass","Static audit + unit/VM tests; live-app smoke; UI tests in CI","Pass","","","N/A","Distinct from GAP-01 (animated playing state). Requires macOS 26.0+."
"GAP-03","Coverage gap fill","Equalizer Reduce Motion accessibility","As a user who has enabled Reduce Motion, I want the now-playing equalizer to remain static rather than animate so that the interface respects my motion-sensitivity accessibility setting.","In EqualizerBar.startAnimation(), when NSWorkspace.shared.accessibilityDisplayShouldReduceMotion is true, each bar's heightFraction is set to a fixed 0.5 and no repeating animation is started, so the bars render at half height without movement even while isAnimating is true. When isAnimating is false, heightFraction is set to the bar's minHeight regardless of Reduce Motion. When stopping, heightFraction animates to minHeight via easeOut over 0.3s.","Enable System Settings > Accessibility > Display > Reduce Motion, then play a track and view it in a playlist track list.","/Users/melboonchan/Master/Projects/YTM/kaset/Sources/Kaset/Views/SharedViews/EqualizerView.swift","P2","Tested — Pass","Static audit + unit/VM tests; live-app smoke; UI tests in CI","Pass","","","N/A","Reduce Motion is read at animation-start time; bars do not subscribe to live changes of the setting."
